1,33,Flipped,198.91,1,1
2,33,Flipped,107.87,0,1
3,33,Flipped,100.45,1,2
4,33,Flipped,85.73,0,2
5,37,Flipped,89.48,0,2
6,37,Flipped,88.36,1,3
7,37,Flipped,90.65,0,3
8,37,Flipped,68.12,1,4
9,44,Flipped,717.75,0,4
10,44,Flipped,181.31,1,5
11,44,Flipped,110.79,1,6
12,44,Flipped,108.98,0,6
13,39,Flipped,132.84,0,6
14,39,Flipped,97.05,0,6
15,39,Flipped,89.17,1,7
16,39,Flipped,110.20,1,8
17,31,Flipped,111.58,1,9
18,31,Flipped,100.87,0,9
19,31,Flipped,97.16,0,9
20,31,Flipped,112.09,1,10
